id,canonical_slug,name,developer,model,created,description,context_length,architecture_input_modalities,architecture_output_modalities,architecture_tokenizer,architecture_instruct_type,pricing_prompt,pricing_completion,pricing_request,pricing_image,pricing_web_search,pricing_internal_reasoning,pricing_input_cache_read,pricing_input_cache_write,top_provider_context_length,top_provider_max_completion_tokens,top_provider_is_moderated,supported_parameters,default_parameters,expiration_date,knowledge_cutoff,links,per_request_limits,supported_voices,hugging_face_id,benchmarks_design_arena
"cohere/rerank-v3.5","cohere/rerank-v3.5","Cohere: Rerank v3.5","Cohere","Rerank v3.5","1775416158","Rerank v3.5 is designed to reorder search results for improved relevance. It supports multi-aspect and semi-structured data reranking over 100+ languages. Ideal for refining results from semantic or keyword search...","4096","text","rerank","Cohere","","0","0","","","","","","","4096","","true","frequency_penalty|max_tokens|presence_penalty|response_format|seed|stop|structured_outputs|temperature|top_k|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/cohere/rerank-v3.5/endpoints""}","null","null","",""
"google/gemma-4-26b-a4b-it:free","google/gemma-4-26b-a4b-it-20260403","Google: Gemma 4 26B A4B  (free)","Google","Gemma 4 26B A4B  (free)","1775227989","Gemma 4 26B A4B IT is an instruction-tuned Mixture-of-Experts (MoE) model from Google DeepMind. Despite 25.2B total parameters; only 3.8B activate per token during inference — delivering near-31B quality at...","262144","image|text|video","text","Gemma","","0","0","","","","","","","131072","32768","","frequency_penalty|include_reasoning|logprobs|max_tokens|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":1;""top_p"":0.95;""top_k"":64}","","","{""details"":""/api/v1/models/google/gemma-4-26b-a4b-it-20260403/endpoints""}","null","null","google/gemma-4-26B-A4B-it",""
"google/gemma-4-26b-a4b-it","google/gemma-4-26b-a4b-it-20260403","Google: Gemma 4 26B A4B ","Google","Gemma 4 26B A4B ","1775227989","Gemma 4 26B A4B IT is an instruction-tuned Mixture-of-Experts (MoE) model from Google DeepMind. Despite 25.2B total parameters; only 3.8B activate per token during inference — delivering near-31B quality at...","262144","image|text|video","text","Gemma","","0.00000006","0.00000033","","","","","","","262144","","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":1;""top_p"":0.95;""top_k"":64}","","","{""details"":""/api/v1/models/google/gemma-4-26b-a4b-it-20260403/endpoints""}","null","null","google/gemma-4-26B-A4B-it",""
"google/gemma-4-31b-it:free","google/gemma-4-31b-it-20260402","Google: Gemma 4 31B (free)","Google","Gemma 4 31B (free)","1775148486","Gemma 4 31B Instruct is Google DeepMind's 30.7B dense multimodal model supporting text and image input with text output. Features a 256K token context window; configurable thinking/reasoning mode; native function...","262144","image|text|video","text","Gemma","","0","0","","","","","","","262144","8192","true","include_reasoning|max_tokens|min_p|reasoning|response_format|seed|stop|temperature|tool_choice|tools|top_a|top_k|top_p","{""temperature"":1;""top_p"":0.95;""top_k"":64;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/google/gemma-4-31b-it-20260402/endpoints""}","null","null","google/gemma-4-31B-it",""
"google/gemma-4-31b-it","google/gemma-4-31b-it-20260402","Google: Gemma 4 31B","Google","Gemma 4 31B","1775148486","Gemma 4 31B Instruct is Google DeepMind's 30.7B dense multimodal model supporting text and image input with text output. Features a 256K token context window; configurable thinking/reasoning mode; native function...","262144","image|text|video","text","Gemma","","0.00000012","0.00000035","","","","","0.00000009","","262144","262144","","frequency_penalty|include_reasoning|logit_bias|logprobs|max_tokens|min_p|presence_penalty|reasoning|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":1;""top_p"":0.95;""top_k"":64;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/google/gemma-4-31b-it-20260402/endpoints""}","null","null","google/gemma-4-31B-it",""
"qwen/qwen3.6-plus","qwen/qwen3.6-plus-04-02","Qwen: Qwen3.6 Plus","Qwen","Qwen3.6 Plus","1775133557","Qwen 3.6 Plus builds on a hybrid architecture that combines efficient linear attention with sparse mixture-of-experts routing; enabling strong scalability and high-performance inference. Compared to the 3.5 series; it delivers...","1000000","text|image|video","text","Qwen3","","0.000000325","0.00000195","","","","","","0.00000040625","1000000","65536","","include_reasoning|logprobs|max_tokens|presence_penalty|reasoning|response_format|seed|structured_outputs|temperature|tool_choice|tools|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/qwen/qwen3.6-plus-04-02/endpoints""}","null","null","","models/3d:elo=1273,wr=51.5,rank=24|models/asciiart:elo=1169,wr=45.8,rank=36|models/codecategories:elo=1273,wr=51.6,rank=26|models/dataviz:elo=1262,wr=50.7,rank=25|models/gamedev:elo=1270,wr=51.9,rank=25|models/svg:elo=1219,wr=52,rank=24|models/uicomponent:elo=1282,wr=52.1,rank=23|models/website:elo=1263,wr=51.4,rank=29"
"z-ai/glm-5v-turbo","z-ai/glm-5v-turbo-20260401","Z.ai: GLM 5V Turbo","Z.ai","GLM 5V Turbo","1775061458","GLM-5V-Turbo is Z.ai’s first native multimodal agent foundation model; built for vision-based coding and agent-driven tasks. It natively handles image; video; and text inputs; excels at long-horizon planning; complex coding;...","202752","image|text|video","text","Other","","0.0000012","0.000004","","","","","0.00000024","","202752","131072","","include_reasoning|max_tokens|reasoning|response_format|temperature|tool_choice|tools|top_k|top_p","{""temperature"":1;""top_p"":0.95;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","2098-12-31","","{""details"":""/api/v1/models/z-ai/glm-5v-turbo-20260401/endpoints""}","null","null","","agents/agenticgamedev:elo=1127,wr=41.3,rank=11|agents/agentichtmlslides:elo=1134,wr=41.7,rank=8|agents/agenticslides:elo=1171,wr=51.6,rank=6|agents/agenticslides(html):elo=1137,wr=41.8,rank=8|agents/agenticslides(python-pptx):elo=1183,wr=53.9,rank=6|agents/androidnative:elo=1267,wr=54.8,rank=3|agents/fullstack:elo=1212,wr=54.4,rank=12|agents/godotgamedev:elo=1221,wr=53.6,rank=5|agents/htmlslides:elo=1137,wr=42.2,rank=10|agents/mobileapps:elo=1217,wr=52.2,rank=12|agents/pptxslides:elo=1164,wr=52.1,rank=6|agents/python-pptxslides:elo=1168,wr=51.4,rank=8|agents/webapps:elo=1192,wr=46.3,rank=16|models/3d:elo=1289,wr=55.1,rank=22|models/asciiart:elo=1143,wr=42.7,rank=41|models/codecategories:elo=1278,wr=52.5,rank=24|models/dataviz:elo=1246,wr=49.5,rank=31|models/gamedev:elo=1287,wr=54.6,rank=21|models/svg:elo=1204,wr=51,rank=30|models/uicomponent:elo=1268,wr=51.8,rank=26|models/website:elo=1271,wr=51,rank=24"
"arcee-ai/trinity-large-thinking","arcee-ai/trinity-large-thinking","Arcee AI: Trinity Large Thinking","ArceeAI","Trinity Large Thinking","1775058318","Trinity Large Thinking is a powerful open source reasoning model from the team at Arcee AI. It shows strong performance in PinchBench; agentic workloads; and reasoning tasks. Launch video: https://youtu.be/Gc82AXLa0Rg?si=4RLn6WBz33qT--B7...","262144","text","text","Other","","0.00000025","0.0000008","","","","","0.00000006","","262144","80000","","include_reasoning|max_tokens|reasoning|temperature|tool_choice|tools|top_k|top_p","{""temperature"":0.3;""top_p"":0.8;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/arcee-ai/trinity-large-thinking/endpoints""}","null","null","arcee-ai/Trinity-Large-Thinking","models/3d:elo=1159,wr=41.3,rank=60|models/asciiart:elo=1087,wr=37.1,rank=46|models/codecategories:elo=1165,wr=40.1,rank=63|models/dataviz:elo=1142,wr=39.3,rank=69|models/gamedev:elo=1142,wr=38.1,rank=69|models/svg:elo=1073,wr=35.2,rank=61|models/uicomponent:elo=1098,wr=32.5,rank=74|models/website:elo=1177,wr=41.3,rank=61"
"x-ai/grok-4.20-multi-agent","x-ai/grok-4.20-multi-agent-20260309","xAI: Grok 4.20 Multi-Agent","xAI","Grok 4.20 Multi-Agent","1774979158","Grok 4.20 Multi-Agent is a variant of xAI’s Grok 4.20 designed for collaborative; agent-based workflows. Multiple agents operate in parallel to conduct deep research; coordinate tool use; and synthesize information...","2000000","text|image|file","text","Grok","","0.00000125","0.0000025","","","0.005","","0.0000002","","2000000","","","include_reasoning|logprobs|max_tokens|reasoning|response_format|seed|structured_outputs|temperature|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2025-09-01","{""details"":""/api/v1/models/x-ai/grok-4.20-multi-agent-20260309/endpoints""}","null","null","",""
"x-ai/grok-4.20","x-ai/grok-4.20-20260309","xAI: Grok 4.20","xAI","Grok 4.20","1774979019","Grok 4.20 is a reasoning model from xAI with industry-leading speed and agentic tool calling capabilities. It combines the lowest hallucination rate on the market with strict prompt adherance; delivering...","2000000","text|image|file","text","Grok","","0.00000125","0.0000025","","","0.005","","0.0000002","","2000000","","","include_reasoning|logprobs|max_tokens|reasoning|response_format|seed|structured_outputs|temperature|tool_choice|tools|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","2025-09-01","{""details"":""/api/v1/models/x-ai/grok-4.20-20260309/endpoints""}","null","null","","agents/androidnative:elo=1176,wr=44.3,rank=16|agents/fullstack:elo=1117,wr=41.1,rank=19|agents/godotgamedev:elo=1135,wr=38.5,rank=16|agents/mobileapps:elo=1182,wr=48.4,rank=19|agents/webapps:elo=1214,wr=50,rank=12|models/3d:elo=1267,wr=53.9,rank=28|models/asciiart:elo=1225,wr=49.9,rank=13|models/codecategories:elo=1268,wr=54.8,rank=27|models/dataviz:elo=1252,wr=53,rank=27|models/gamedev:elo=1262,wr=53.9,rank=29|models/svg:elo=1221,wr=54.3,rank=22|models/uicomponent:elo=1255,wr=52.6,rank=30|models/website:elo=1271,wr=55.2,rank=25"
"google/lyria-3-pro-preview","google/lyria-3-pro-preview-20260330","Google: Lyria 3 Pro Preview","Google","Lyria 3 Pro Preview","1774907286","Full-length songs are priced at $0.08 per song. Lyria 3 is Google's family of music generation models; available through the Gemini API. With Lyria 3; you can generate high-quality; 48kHz...","1048576","text|image","text|audio","Other","","0","0","","","","","","","1048576","65536","","max_tokens|response_format|seed|temperature|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/google/lyria-3-pro-preview-20260330/endpoints""}","null","null","",""
"google/lyria-3-clip-preview","google/lyria-3-clip-preview-20260330","Google: Lyria 3 Clip Preview","Google","Lyria 3 Clip Preview","1774907255","30 second duration clips are priced at $0.04 per clip. Lyria 3 is Google's family of music generation models; available through the Gemini API. With Lyria 3; you can generate...","1048576","text|image","text|audio","Other","","0","0","","","","","","","1048576","65536","","max_tokens|response_format|seed|temperature|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/google/lyria-3-clip-preview-20260330/endpoints""}","null","null","",""
"alibaba/wan-2.6","alibaba/wan-2.6-20260327","Alibaba: Wan 2.6","Alibaba","Wan 2.6","1774659190","Alibaba's most advanced video generation model; supporting over 10 visual creation capabilities in a unified system. Wan 2.6 generates 1080p video at 24fps from text; images; reference videos; or audio;...","0","text|image","video","Other","","0","0","","","","","","","0","","","max_tokens|temperature|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/alibaba/wan-2.6-20260327/endpoints""}","null","null","",""
"kwaipilot/kat-coder-pro-v2","kwaipilot/kat-coder-pro-v2-20260327","Kwaipilot: KAT-Coder-Pro V2","Kwaipilot","KAT-Coder-Pro V2","1774649310","KAT-Coder-Pro V2 is the latest high-performance model in KwaiKAT’s KAT-Coder series; designed for complex enterprise-grade software engineering and SaaS integration. It builds on the agentic coding strengths of earlier versions;...","256000","text","text","Other","","0.0000003","0.0000012","","","","","0.00000006","","256000","80000","","frequency_penalty|logit_bias|logprobs|max_tokens|min_p|presence_penalty|repetition_penalty|response_format|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/kwaipilot/kat-coder-pro-v2-20260327/endpoints""}","null","null","",""
"bytedance/seedance-1-5-pro","bytedance/seedance-1-5-pro-20260320","ByteDance: Seedance 1.5 Pro","ByteDance","Seedance 1.5 Pro","1774277608","ByteDance's next-generation audio-visual generation model with a 4.5B parameter Dual-Branch Diffusion Transformer architecture. Seedance 1.5 Pro generates video and audio simultaneously in a single unified pass — eliminating the timing...","0","text|image","video","Other","","0","0","","","","","","","0","","","frequency_penalty","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/bytedance/seedance-1-5-pro-20260320/endpoints""}","null","null","",""
"openai/sora-2-pro","openai/sora-2-pro-20260320","OpenAI: Sora 2 Pro","OpenAI","Sora 2 Pro","1774277521","OpenAI's flagship video generation model; delivering production-quality video with physics-accurate motion; synchronized audio; and world-state persistence across shots. Sora 2 Pro follows intricate multi-shot instructions while maintaining consistent spatial relationships...","0","text|image","video","Other","","0","0","","","","","","","0","","true","frequency_penalty|logit_bias|logprobs|presence_penalty|stop|top_logprobs","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/openai/sora-2-pro-20260320/endpoints""}","null","null","",""
"google/veo-3.1","google/veo-3.1-20260320","Google: Veo 3.1","Google","Veo 3.1","1774277148","Google's state-of-the-art video generation model; built for maximum visual fidelity in final production cuts. Veo 3.1 generates high-quality 1080p video from text or image prompts with native synchronized audio —...","0","text|image","video","Other","","0","0","","","","","","","0","","","max_tokens|response_format|seed|temperature|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/google/veo-3.1-20260320/endpoints""}","null","null","",""
"rekaai/reka-edge","rekaai/reka-edge-2603","Reka Edge","RekaEdge","","1774026965","Reka Edge is an extremely efficient 7B multimodal vision-language model that accepts image/video+text inputs and generates text outputs. This model is optimized specifically to deliver industry-leading performance in image understanding;...","16384","image|text|video","text","Other","","0.0000001","0.0000001","","","","","","","16384","16384","","frequency_penalty|logprobs|max_tokens|presence_penalty|seed|stop|structured_outputs|temperature|tool_choice|tools|top_k|top_logprobs|top_p","{""temperature"":null;""top_p"":null;""top_k"":null;""frequency_penalty"":null;""presence_penalty"":null;""repetition_penalty"":null}","","","{""details"":""/api/v1/models/rekaai/reka-edge-2603/endpoints""}","null","null","RekaAI/reka-edge-2603",""
